티커,종목명,Market,BPS,PER,PBR,EPS,DIV,DPS,Stocks
049070,인탑스,KOSDAQ GLOBAL,38127,4.37,0.7,6147,3.2,860,17200000.0
069080,웹젠,KOSDAQ GLOBAL,19416,5.94,0.75,2441,2.55,370,34950884.0
200130,콜마비앤에이치,KOSDAQ GLOBAL,13595,13.24,1.34,1371,1.7,308,29543558.0
043150,바텍,KOSDAQ,23514,6.82,1.5,5176,0.28,100,14854256.0
073570,리튬포어스,KOSDAQ,6722,3.08,2.27,4957,0.0,0,28867125.0
354320,알멕,KOSDAQ,15547,64.57,5.22,1256,0.0,0,5966381.0
042600,새로닉스,KOSDAQ,16261,4.56,2.06,7365,0.0,0,12423574.0
060720,KH바텍,KOSDAQ,10166,13.59,1.46,1094,2.02,300,23677442.0
033640,네패스,KOSDAQ,10934,5.35,1.66,3399,0.0,0,23059202.0
083310,엘오티베큠,KOSDAQ,12896,16.25,1.87,1486,0.41,100,17810033.0
425040,티이엠씨,KOSDAQ,11340,8.06,3.45,4855,0.0,0,10626114.0
049950,미래컴퍼니,KOSDAQ,16837,10.86,2.41,3737,0.74,300,8817884.0
082920,비츠로셀,KOSDAQ,8768,20.2,2.51,1089,0.91,200,22141695.0
352480,씨앤씨인터내셔널,KOSDAQ,13422,42.59,5.22,1646,0.0,0,10013941.0
107600,새빗켐,KOSDAQ,12989,45.23,6.43,1846,0.36,300,4861545.0
118990,모트렉스,KOSDAQ,7276,10.6,2.3,1580,1.47,246,24495500.0
119610,인터로조,KOSDAQ,15175,18.48,2.33,1910,1.7,600,13216478.0
014620,성광벤드,KOSDAQ,16891,10.29,0.86,1405,0.69,100,28600000.0
095610,테스,KOSDAQ GLOBAL,17483,7.74,1.14,2580,2.5,500,19768226.0
389260,대명에너지,KOSDAQ,6278,15.18,3.89,1607,0.0,0,17050000.0
151860,KG ETS,KOSDAQ,22772,0.78,0.46,13572,1.42,150,36000000.0
101160,월덱스,KOSDAQ,11274,10.66,2.38,2514,0.19,50,16510993.0
089970,에이피티씨,KOSDAQ,5529,10.49,2.46,1298,0.0,0,23980595.0
039440,에스티아이,KOSDAQ,14767,14.16,1.92,1999,0.88,250,15830000.0
243070,휴온스,KOSDAQ GLOBAL,23877,22.96,1.82,1897,1.38,600,11935549.0
340570,티앤엘,KOSDAQ,13141,18.85,3.73,2602,0.92,450,8128000.0
439090,마녀공장,KOSDAQ,3642,27.18,9.14,1225,0.0,0,16378260.0
243840,신흥에스이씨,KOSDAQ,39654,19.43,1.21,2468,0.69,330,7763229.0
054950,제이브이엠,KOSDAQ,13728,21.93,2.19,1368,1.0,300,12089892.0
200670,휴메딕스,KOSDAQ,15205,17.38,2.61,2281,1.26,500,10935294.0
290670,대보마그네틱,KOSDAQ,10708,14.06,3.86,2941,0.0,0,7857660.0
382840,원준,KOSDAQ,7400,22.52,3.07,1008,0.88,200,15271581.0
094360,칩스앤미디어,KOSDAQ,4471,34.15,7.95,1041,0.55,196,9640315.0
041830,인바디,KOSDAQ,16524,9.07,1.43,2596,1.27,300,13683782.0
104830,원익머트리얼즈,KOSDAQ,35324,5.9,0.76,4579,2.96,800,12608000.0
126340,비나텍,KOSDAQ,10977,25.41,4.86,2098,0.0,0,5803397.0
254490,미래반도체,KOSDAQ,5065,15.65,4.32,1399,0.0,0,14438000.0
030520,한글과컴퓨터,KOSDAQ,13442,7.26,1.06,1969,0.0,0,25609234.0
285490,노바텍,KOSDAQ,12583,18.43,2.4,1639,0.66,200,10575831.0
013030,하이록코리아,KOSDAQ,29337,10.41,0.93,2633,2.19,600,12856050.0
045100,한양이엔지,KOSDAQ,27595,4.53,0.66,4044,3.28,600,18000000.0
036890,진성티이씨,KOSDAQ,10493,5.2,1.13,2276,2.54,300,22482268.0
054210,이랜텍,KOSDAQ,10449,5.56,1.16,2177,1.24,150,25291210.0
206640,바디텍메드,KOSDAQ,7445,16.81,2.44,1080,0.83,150,23486560.0
230360,에코마케팅,KOSDAQ GLOBAL,5901,8.61,1.73,1182,3.05,310,32368029.0
034950,한국기업평가,KOSDAQ,25180,16.35,2.97,4582,6.81,5100,4540514.0
093320,케이아이엔엑스,KOSDAQ,30111,12.33,2.15,5240,0.93,600,4880000.0
330860,네패스아크,KOSDAQ,21047,11.33,1.14,2109,0.0,0,12184045.0
102710,이엔에프테크놀로지,KOSDAQ,26565,6.55,0.81,3276,0.7,150,14287836.0
053080,케이엔솔,KOSDAQ,12192,21.39,2.15,1227,1.14,300,12999807.0
088390,이녹스,KOSDAQ,22873,18.02,1.27,1609,0.0,0,9385844.0
267980,매일유업,KOSDAQ GLOBAL,69073,23.88,0.68,1966,2.56,1200,7843638.0
205470,휴마시스,KOSDAQ,2838,1.77,0.91,1463,0.0,0,129375009.0
100120,뷰웍스,KOSDAQ,22784,10.38,1.32,2890,2.33,700,10001865.0
126700,하이비젼시스템,KOSDAQ,15075,11.48,1.34,1764,0.59,120,14942112.0
251970,펌텍코리아,KOSDAQ,17379,16.23,1.48,1580,1.4,360,12400000.0
035600,KG이니시스,KOSDAQ,15089,5.06,0.72,2153,3.67,400,27904434.0
265520,AP시스템,KOSDAQ,17980,3.35,1.02,5463,1.47,270,15281421.0
051500,CJ프레시웨이,KOSDAQ,25929,6.3,1.0,4136,1.34,350,11871586.0
298540,더네이쳐홀딩스,KOSDAQ,19725,4.42,1.06,4717,1.92,400,14710576.0
054450,텔레칩스,KOSDAQ,12418,5.42,1.52,3480,0.69,130,14821832.0
065510,휴비츠,KOSDAQ,9709,13.04,2.16,1610,0.95,200,12045371.0
003800,에이스침대,KOSDAQ,58224,4.97,0.45,5293,5.06,1330,11090000.0
017890,한국알콜,KOSDAQ,21988,8.34,0.56,1474,0.41,50,21605760.0
100790,미래에셋벤처투자,KOSDAQ,6217,4.24,0.8,1169,0.0,0,54167350.0
230240,에치에프알,KOSDAQ,13150,5.18,2.02,5127,0.0,0,13489026.0
030530,원익홀딩스,KOSDAQ,14045,2.45,0.23,1333,0.0,0,77237981.0
083930,아바코,KOSDAQ,12644,13.99,1.5,1358,1.58,300,15412798.0
091580,상신이디피,KOSDAQ,9077,9.33,1.87,1819,0.68,115,13628219.0
114810,한솔아이원스,KOSDAQ,5429,7.5,1.5,1086,0.0,0,29352174.0
083450,GST,KOSDAQ,21654,4.75,1.15,5243,1.2,300,9317745.0
190510,나무가,KOSDAQ,7719,6.04,1.66,2119,0.0,0,16252384.0
089600,나스미디어,KOSDAQ,18182,7.9,1.03,2375,3.73,700,11568163.0
036800,나이스정보통신,KOSDAQ,33633,5.3,0.69,4358,2.81,650,10000000.0
052400,코나아이,KOSDAQ,10912,6.42,1.47,2495,0.0,0,14999999.0
035080,그래디언트,KOSDAQ,40293,0.65,0.35,21470,1.43,200,15527584.0
356860,티엘비,KOSDAQ,11424,7.98,2.17,3108,1.21,300,9832630.0
018310,삼목에스폼,KOSDAQ,33446,4.0,0.53,4457,0.56,100,14700000.0
143240,사람인,KOSDAQ,15673,7.26,1.23,2656,3.63,700,11674263.0
273640,와이엠텍,KOSDAQ,5419,15.5,3.32,1161,2.11,380,10966000.0
119830,아이텍,KOSDAQ,7113,9.12,1.49,1162,0.0,0,21434297.0
126600,BGF에코머티리얼즈,KOSDAQ,6585,4.8,0.77,1053,1.98,100,40869014.0
043370,피에이치에이,KOSDAQ,32776,6.84,0.29,1376,2.13,200,21000000.0
143160,아이디스,KOSDAQ,18950,17.63,1.09,1177,1.69,350,10716390.0
148150,세경하이테크,KOSDAQ,14689,10.36,0.99,1402,0.0,0,11784281.0
192440,슈피겐코리아,KOSDAQ,70159,5.93,0.46,5476,1.72,560,6216363.0
094820,일진파워,KOSDAQ,8318,11.43,1.43,1040,2.78,330,15078709.0
078350,한양디지텍,KOSDAQ,8129,5.11,1.57,2492,0.0,0,15244382.0
093520,매커스,KOSDAQ,8312,5.63,1.25,1854,1.15,120,16163092.0
104480,티케이케미칼,KOSDAQ,10429,0.72,0.21,3028,0.0,0,90895434.0
110790,크리스에프앤씨,KOSDAQ,29568,7.84,0.65,2455,2.6,500,11715480.0
172670,에이엘티,KOSDAQ,9071,10.38,2.24,1955,0.49,100,8489671.0
340930,유일에너테크,KOSDAQ,5625,11.59,2.81,1364,0.0,0,11468150.0
092730,네오팜,KOSDAQ,18184,11.25,1.35,2177,2.86,700,8207361.0
067280,멀티캠퍼스,KOSDAQ,28530,6.18,1.11,5106,2.54,800,5926779.0
039560,다산네트웍스,KOSDAQ,10652,0.91,0.47,5509,0.0,0,39505981.0
067900,와이엔텍,KOSDAQ,11038,5.9,0.73,1361,0.62,50,18199659.0
121440,골프존뉴딘홀딩스,KOSDAQ,15929,2.09,0.27,2032,3.84,163,42836818.0
036190,금화피에스시,KOSDAQ,50316,6.11,0.57,4707,4.52,1300,6000000.0
019210,와이지-원,KOSDAQ,10943,5.49,0.52,1027,5.32,300,30573819.0
290550,디케이티,KOSDAQ,6123,7.75,1.51,1193,0.0,0,18668371.0
092130,이크레더블,KOSDAQ,3840,10.72,3.63,1300,7.46,1040,12043600.0
382800,지앤비에스 에코,KOSDAQ,9720,11.57,2.46,2065,0.0,0,7502003.0
136540,윈스,KOSDAQ,13734,8.28,0.93,1537,3.93,500,13864162.0
073490,이노와이어리스,KOSDAQ,19430,10.9,1.12,1996,1.61,350,7603846.0
214180,헥토이노베이션,KOSDAQ,10867,5.55,1.23,2409,3.14,420,13257185.0
079960,동양이엔피,KOSDAQ,35453,7.58,0.62,2921,1.35,300,7860000.0
228850,레이언스,KOSDAQ,14282,7.14,0.7,1401,3.0,300,16591014.0
272110,케이엔제이,KOSDAQ,6769,16.97,3.15,1255,0.0,0,7945395.0
092870,엑시콘,KOSDAQ,13912,9.38,1.01,1500,0.71,100,10848797.0
234340,헥토파이낸셜,KOSDAQ,15915,12.07,1.05,1380,3.0,500,9453000.0
079940,가비아,KOSDAQ,9245,6.99,1.26,1666,0.6,70,13535684.0
067990,도이치모터스,KOSDAQ,11515,4.08,0.43,1213,7.27,360,32181550.0
216050,인크로스,KOSDAQ,8792,9.7,1.41,1281,3.13,389,12843222.0
023910,대한약품,KOSDAQ,38333,6.64,0.72,4171,2.35,650,6000000.0
012700,리드코프,KOSDAQ,16662,4.7,0.35,1250,13.63,800,26446135.0
023600,삼보판지,KOSDAQ,31370,2.63,0.3,3517,1.89,175,16170000.0
236200,슈프리마,KOSDAQ,26171,8.36,0.82,2560,0.0,0,7193273.0
211050,인카금융서비스,KOSDAQ,7144,6.26,1.8,2052,2.33,300,10275960.0
194700,노바렉스,KOSDAQ,10231,8.66,1.02,1206,1.44,150,18754848.0
241790,오션브릿지,KOSDAQ,9808,9.7,1.47,1488,2.91,420,10002634.0
348350,위드텍,KOSDAQ,10908,11.48,1.27,1210,0.72,100,10183600.0
090470,제이스텍,KOSDAQ,10355,4.28,0.79,1904,2.45,200,17476594.0
124560,태웅로직스,KOSDAQ,5614,1.43,0.64,2494,4.21,150,38416584.0
111710,남화산업,KOSDAQ,8185,6.95,0.85,1003,4.3,300,20588000.0
065680,우주일렉트로,KOSDAQ,27094,9.92,0.54,1467,2.06,300,9530000.0
086670,비엠티,KOSDAQ,11634,7.91,1.21,1784,1.42,200,9125174.0
053700,삼보모터스,KOSDAQ,14119,4.88,0.4,1169,0.88,50,22742196.0
010470,오리콤,KOSDAQ,9183,13.56,1.56,1059,1.88,270,11975050.0
120240,대정화금,KOSDAQ,20442,10.02,0.94,1916,2.08,400,7190391.0
058630,엠게임,KOSDAQ,4868,5.88,1.4,1162,0.0,0,19543877.0
377450,리파인,KOSDAQ,8818,6.81,0.85,1095,0.0,0,17330000.0
105330,케이엔더블유,KOSDAQ,6569,7.59,1.75,1512,0.0,0,12135382.0
003100,선광,KOSDAQ,58858,7.83,0.33,2510,1.78,350,6600000.0
068790,DMS,KOSDAQ,12373,5.36,0.46,1053,2.22,125,24573061.0
041930,동아화성,KOSDAQ,9336,8.06,0.88,1017,1.46,120,15800000.0
264450,유비쿼스,KOSDAQ,13948,6.73,1.01,2098,2.97,420,10245706.0
007330,푸른저축은행,KOSDAQ,26018,5.06,0.33,1688,7.61,650,15082800.0
038390,레드캡투어,KOSDAQ,23494,6.02,0.66,2589,5.78,900,8589480.0
155650,와이엠씨,KOSDAQ,5904,6.27,1.11,1041,3.83,250,19474358.0
234300,에스트래픽,KOSDAQ,2506,3.48,1.74,1250,0.0,0,27532242.0
217190,제너셈,KOSDAQ,4588,9.92,3.02,1395,0.54,75,8769174.0
141000,비아트론,KOSDAQ,14931,6.71,0.62,1382,1.62,150,12114710.0
054800,아이디스홀딩스,KOSDAQ,27120,2.75,0.45,4473,2.03,250,10347756.0
263690,디알젬,KOSDAQ,6684,8.22,1.61,1306,2.95,317,11325610.0
241770,메카로,KOSDAQ,19540,2.66,0.61,4453,3.84,455,10192640.0
052330,코텍,KOSDAQ,22459,4.11,0.36,1977,3.08,250,15574552.0
253840,수젠텍,KOSDAQ,8641,4.14,0.81,1686,2.15,150,16370755.0
072870,메가스터디,KOSDAQ,26478,6.23,0.39,1637,10.29,1050,11920959.0
054670,대한뉴팜,KOSDAQ,7336,5.08,1.2,1733,1.14,100,14354920.0
037460,삼지전자,KOSDAQ,20202,2.4,0.37,3133,5.98,450,16318522.0
005710,대원산업,KOSDAQ,20844,3.04,0.27,1879,3.06,175,20037600.0
264660,씨앤지하이테크,KOSDAQ,11308,6.35,1.16,2062,3.82,500,8556542.0
417970,모델솔루션,KOSDAQ,9776,12.67,1.78,1370,1.73,300,6396700.0
417840,저스템,KOSDAQ,7262,12.07,1.92,1156,0.0,0,7155134.0
424980,마이크로투나노,KOSDAQ,5335,14.19,3.15,1185,0.0,0,5918890.0
066620,국보디자인,KOSDAQ,21204,4.86,0.7,3036,2.71,400,7500000.0
009300,삼아제약,KOSDAQ,29593,8.98,0.59,1952,2.28,400,6370000.0
093920,서원인텍,KOSDAQ,10618,4.76,0.55,1235,6.8,400,18600000.0
049960,쎌바이오텍,KOSDAQ,15794,9.33,0.71,1201,4.01,450,9400000.0
109860,동일금속,KOSDAQ,18061,6.31,0.57,1646,3.85,400,9100000.0
086710,선진뷰티사이언스,KOSDAQ,5376,5.67,1.71,1620,0.22,20,12203280.0
170790,파이오링크,KOSDAQ,10862,7.16,1.2,1818,2.3,300,6856330.0
306040,에스제이그룹,KOSDAQ,13155,3.43,0.78,2974,4.9,500,9865828.0
009780,엠에스씨,KOSDAQ,7565,5.54,0.75,1030,1.05,60,17600000.0
376980,원티드랩,KOSDAQ,4552,9.97,2.19,1002,0.0,0,9456696.0
187870,디바이스이엔지,KOSDAQ,19571,9.17,0.73,1560,1.47,210,7036609.0
405920,나라셀라,KOSDAQ,4774,6.88,1.45,1005,0.0,0,6439038.0
024880,케이피에프,KOSDAQ,10147,4.61,0.55,1220,2.49,140,19986422.0
054930,유신,KOSDAQ,36579,5.66,0.94,6108,2.17,750,3000000.0
011560,세보엠이씨,KOSDAQ,18328,3.6,0.46,2361,5.88,500,10530000.0
071280,로체시스템즈,KOSDAQ,7003,4.59,0.89,1358,0.8,50,15296603.0
065710,서호전기,KOSDAQ,17842,8.57,1.06,2215,7.9,1500,5150000.0
089790,제이티,KOSDAQ,5952,7.23,1.36,1118,0.0,0,10315513.0
091590,남화토건,KOSDAQ,14298,4.55,0.55,1719,2.55,200,11740000.0
250000,보라티알,KOSDAQ,11667,5.36,1.22,2644,2.12,300,6750733.0
038070,서린바이오,KOSDAQ,10044,8.62,0.98,1143,1.32,130,8700676.0
069510,에스텍,KOSDAQ,16586,7.56,0.52,1134,3.5,300,10910000.0
012790,신일제약,KOSDAQ,10676,6.23,0.61,1053,1.52,100,11986415.0
036670,KCI,KOSDAQ,9125,4.49,0.82,1656,3.36,250,11270000.0
158430,아톤,KOSDAQ,15797,5.01,1.29,4059,0.49,100,4363577.0
007680,대원,KOSDAQ,25597,4.15,0.24,1455,4.97,300,13446474.0
406820,뷰티스킨,KOSDAQ,10616,24.24,2.49,1089,0.0,0,3534040.0
017480,삼현철강,KOSDAQ,12264,4.68,0.4,1037,6.19,300,15702890.0
049430,코메론,KOSDAQ,21650,4.88,0.4,1769,2.89,250,9048000.0
017650,대림제지,KOSDAQ,28061,3.14,0.31,2741,1.16,100,9000000.0
377460,위니아에이드,KOSDAQ,13534,3.1,0.28,1232,0.0,0,15393405.0
024800,유성티엔에스,KOSDAQ,12711,1.08,0.16,1877,0.0,0,37051812.0
038010,제일테크노스,KOSDAQ,10111,6.38,0.82,1299,1.45,120,9000000.0
007770,한일화학,KOSDAQ,33661,16.33,0.6,1237,0.5,100,3510000.0
419120,산돌,KOSDAQ,7296,6.24,1.26,1469,1.97,180,7751826.0
094840,슈프리마에이치큐,KOSDAQ,18518,5.27,0.38,1337,0.0,0,10471840.0
016250,SGC이테크건설,KOSDAQ,78491,1.3,0.27,16327,7.06,1500,3346613.0
199730,바이오인프라,KOSDAQ,4339,9.07,3.16,1511,0.0,0,4796867.0
109080,옵티시스,KOSDAQ,10555,7.2,1.04,1519,1.83,200,5636000.0
007370,진양제약,KOSDAQ,7199,5.28,0.82,1115,2.55,150,12000000.0
014570,고려제약,KOSDAQ,7855,6.23,0.87,1095,2.64,180,11000000.0
119850,지엔씨에너지,KOSDAQ,7201,2.35,0.56,1727,1.23,50,16448909.0
032940,원익,KOSDAQ,13943,1.66,0.25,2102,0.0,0,18193230.0
054040,한국컴퓨터,KOSDAQ,8505,4.11,0.53,1102,5.52,250,16071290.0
024830,세원물산,KOSDAQ,29139,3.71,0.25,1949,0.35,25,8350000.0
115310,인포바인,KOSDAQ,47617,7.29,0.43,2806,4.4,900,3192883.0
140520,대창스틸,KOSDAQ,7269,1.02,0.37,2641,5.56,150,21109243.0
100030,인지소프트,KOSDAQ,18065,13.34,1.0,1360,3.97,720,3283714.0
040610,SG&G,KOSDAQ,9276,1.36,0.18,1225,0.0,0,34087196.0
290120,대유에이피,KOSDAQ,7447,2.14,0.59,2066,4.52,200,12409328.0
260970,에스앤디,KOSDAQ,19241,5.73,0.72,2425,2.16,300,4059420.0
079170,한창산업,KOSDAQ,11955,8.89,0.88,1184,1.9,200,5200000.0
221980,케이디켐,KOSDAQ,25215,6.24,0.53,2136,3.23,430,4034800.0
094970,제이엠티,KOSDAQ,6195,1.86,0.53,1760,4.57,150,16748240.0
080010,이상네트웍스,KOSDAQ,11386,5.21,0.46,1002,1.92,100,10000000.0
050120,ES큐브,KOSDAQ,8242,1.78,0.41,1918,0.0,0,13564086.0
012620,원일특강,KOSDAQ,33693,3.81,0.27,2410,2.39,220,4400000.0
190650,코리아에셋투자증권,KOSDAQ,14959,2.32,0.41,2612,11.53,700,6388000.0
106240,파인테크닉스,KOSDAQ,5583,0.29,0.37,7096,0.0,0,15923057.0
